"About the data: Exported on Dec 13, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007; Fields of Research (ANZSRC 2020) is 35 Commerce, Management, Tourism and Services or 38 Economics or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1029078126,10.1002/jid.864,Information literacy needs of local staff in cross‐cultural development projects,"Information literacy is about people's information practices in their information and communication technology (ICT) environment. Increasing access to ICTs to bridge the digital divide has implications for the information literacy needs of people in developing communities. The research described in this paper investigated development workers' perceptions of information literacy needs amongst local staff participating in community development projects in cross-cultural situations. A phenomenographic approach was used to elicit five hierarchically related, qualitatively different understandings of information literacy needs within the development context. The results reveal possible directions for those involved in bringing ICTs into workplace settings within developing communities. Copyright © 2002 John Wiley & Sons, Ltd.",Journal of International Development,2002,14,1,113-127,"McMahon, Camille; Bruce, Christine",Queensland University of Technology,Australia,https://app.dimensions.ai/details/publication/pub.1029078126,35,"[Marton, Ference; Booth, Shirley]|[ur.015760373513.21; ]||2013||||10.4324/9780203053690|pub.1025175099|843"
pub.1019662258,10.1080/13602380601010573,Bridging the Digital Divide in Malaysia: An Empirical Analysis of Technological Transformation and Implications for E-development,"This article presents an empirical, multi-level analysis of the diffusion of information and communication technologies (ICTs) throughout Malaysia. It reflects on the potential for policy makers in developing countries to steer technological transformation towards ‘desirable’ ends and assesses the contribution of diverse parties and factors to the acceptance or otherwise of ICTs. The study finds that where policy makers ignore the multi-level, multi-actor processes by which technology and society co-evolve, opportunities may be missed to render the use of ICTs meaningful to would-be users. This is turn may retard economic development related to the growth of the information society and e-business.",Asia Pacific Business Review,2007,13,1,95-112,"GENUS, AUDLEY; NOR, MOHD ALI MOHAMAD",Newcastle University,United Kingdom,https://app.dimensions.ai/details/publication/pub.1019662258,6,"[Driel, H. van (Hugo); Schot, Johan]|[; ur.01273430027.28]|Technology and Culture|2005|46|1|51-76|10.1353/tech.2005.0011|pub.1006052534|82;[Smith, Adrian; Stirling, Andy; Berkhout, Frans]|[ur.015033212123.27; ur.0706644040.48; ur.015425523671.58]|Research Policy|2005|34|10|1491-1510|10.1016/j.respol.2005.07.005|pub.1006824052|1272;[van den Ende, Jan; Kemp, René]|[ur.012242550027.87; ur.016262352213.27]|Research Policy|1999|28|8|833-851|10.1016/s0048-7333(99)00027-x|pub.1009304787|72;[Nelson, Richard R.; Winter, Sidney G.]|[ur.012450212716.46; ur.016441610465.06]|Research Policy|1977|6|1|36-76|10.1016/0048-7333(77)90029-4|pub.1014690894|1274;[Geels, Frank]|[ur.0615616770.33]|Technology in Society|2005|27|3|363-397|10.1016/j.techsoc.2005.04.008|pub.1016313104|201;[Raven, Rob; Verbong, Geert]|[ur.0651162727.65; ur.013315534021.76]|Technology and Culture|2004|45|3|519-539|10.1353/tech.2004.0149|pub.1016468180|10;[Nelson, Richard R.; Winter, Sidney G.]|[ur.012450212716.46; ur.016441610465.06]|Interdisciplinary Systems Research|1977|||215-245|10.1007/978-3-0348-5867-0_14|pub.1021143530|283;[Van De Poel, Ibo]|[ur.012054402012.89]|Technology Analysis and Strategic Management|2000|12|3|383-397|10.1080/09537320050130615|pub.1025017100|95;[Genus, Audley; Nor, Mohd AliMohamad]|[ur.07530664425.38; ur.014051017777.31]|Journal of Electronic Commerce in Organizations|2005|3|2|82-94|10.4018/jeco.2005040106|pub.1025883303|15;[Geels, Frank W.]|[ur.0615616770.33]|Research Policy|2004|33|6-7|897-920|10.1016/j.respol.2004.01.015|pub.1028934663|2023;[Geels, F.W.]|[ur.0615616770.33]|Technological Forecasting and Social Change|2005|72|6|681-696|10.1016/j.techfore.2004.08.014|pub.1030835700|531;[Raven, R.P.J.M.]|[ur.0651162727.65]|Energy Policy|2004|32|1|29-39|10.1016/s0301-4215(02)00248-3|pub.1034088492|44;[Ritchie, Bryan K.]|[ur.011476254565.83]|World Development|2005|33|5|745-761|10.1016/j.worlddev.2005.01.006|pub.1039574663|20;[Geels, Frank W.]|[ur.0615616770.33]|Research Policy|2002|31|8-9|1257-1274|10.1016/s0048-7333(02)00062-8|pub.1042120609|3355;[Geels, F.W.]|[ur.0615616770.33]|Technovation|2006|26|9|999-1016|10.1016/j.technovation.2005.08.010|pub.1047252053|122;[Raven, Rob; Verbong, Geert]|[ur.0651162727.65; ur.013315534021.76]|Innovation|2004|6|2|178-198|10.5172/impp.2004.6.2.178|pub.1051720548|17;[Corrocher, Nicoletta; Ordanini, Andrea]|[ur.011256716263.36; ur.015022300133.21]|Journal of Information Technology|2002|17|1|9-19|10.1080/02683960210132061|pub.1058311977|118;[Loch, Karen D.; Straub, Detmar W.; Kamel, Sherif]|[ur.013651545512.31; ur.012470601004.22; ur.012110175232.97]|IEEE Transactions on Engineering Management|2003|50|1|45-63|10.1109/tem.2002.808257|pub.1061600071|196;[Smith, Ronel]|[]|First Monday|2000|5|10||10.5210/fm.v5i10.793|pub.1072710521|2;[Belz, Frank-Martin]|[ur.011045137501.26]|System Innovation and the Transition to Sustainability|2004||||10.4337/9781845423421.00016|pub.1087778891|23"
pub.1028643785,10.1016/j.compedu.2003.08.006,Crossing the digital divide safely and trustingly: how ecologies of learning scaffold the journey,"The article addresses the issue of learning to elearn in borderless programs in a globalised learning landscape and the associated problems of scaffolding the journey across the digital divide. The authors argue that the assumption underlying such courses is that cross-cultural programs are viable because they are conceived and designed to be ‘global’, and that they assume this design to be inclusive. Henning and Van der Westhuizen claim that the global discourse in most domains can take only marginal note of the need to infuse such programs with a local semiotic—a course design criterion for which they argue. They furthermore forward the notion that the majority of the world's prospective elearners need various bridging mechanisms in order to be able to access the broader discourse and that one of these mechanisms can be explored through the metaphor of “information ecologies” as proposed by Nardi and O'Day [Nardi, B.A., & O'Day, V.L. (1999). Information ecologies. Using technology with heart. Cambridge, MA: The MIT Press]. They also conclude that issues of the learners’ trust in the course and its system need to be considered when contemplating programs for diverse target groups. By way of a case study, consisting of three portraitures of adult learners, they explore the limitations of assumed distributed cognition and claim that learning is, in reality, contained/constrained in the familiar local narrative of the novice adult elearners in a rural South African context. The case study illustrates how the resistance to technology and its power base becomes an obstacle for the students and how the support of peers becomes the main scaffolding mechanism for their entry into electronic learning environments. The findings thus show how the social context becomes the facilitator and the scaffold for elearning, more than technology and the curriculum itself.",Computers & Education,2004,42,4,333-352,"Henning, Elizabeth; Van der Westhuizen, Duan",,,https://app.dimensions.ai/details/publication/pub.1028643785,15,"[Barab, Sasha A.; The ILF Design Team; Makinster, James G.; Moore, Julie A.; Cunningham, Donald J.]|[ur.01241475660.83; ; ur.0621624070.49; ; ur.0764246102.18]|Educational technology research and development|2001|49|4|71-96|10.1007/bf02504948|pub.1006325008|121;[Brown, John Seely; Collins, Allan; Duguid, Paul]|[ur.014430365055.10; ur.014012165741.82; ur.015536176017.71]|Educational Researcher|1989|18|1|32-42|10.3102/0013189x018001032|pub.1010595714|7474;[DUFF, PATRICIA A.; BELL, JILL SINCLAIR]|[ur.015352616625.07; ur.016557536753.82]|TESOL Quarterly|2002|36|2|207-213|10.2307/3588331|pub.1014982199|228;[PAVLENKO, ANETA]|[ur.012112315517.94]|TESOL Quarterly|2002|36|2|213-218|10.2307/3588332|pub.1017991779|105;[Henze, Rosemary C.; Glesne, Corrine; Peshkin, Alan; Berg, Bruce L.; Hammersley, Martyn; Atkinson, Paul]|[ur.010345207766.61; ur.011505700717.93; ; ; ; ]|TESOL Quarterly|1995|29|3|595-599|10.2307/3588079|pub.1019740199|569;[Giri, Ananta Kumar]|[ur.013374363167.17]|Futures|2002|34|1|103-115|10.1016/s0016-3287(01)00038-6|pub.1022553778|70;[Cottle, Thomas J.]|[ur.016036540366.54]|Qualitative Inquiry|2002|8|5|535-549|10.1177/107780002237003|pub.1024605160|15;[Lal, V]|[]|Futures|2002|34|1|1-14|10.1016/s0016-3287(01)00031-3|pub.1026497161|5;[]|[]|Computers & Mathematics with Applications|2003|45|10-11|1774|10.1016/s0898-1221(03)80128-1|pub.1033642258|75;[Resnick, Lauren B .]|[]|Perspectives on socially shared cognition.|1991|||1-20|10.1037/10096-018|pub.1039558333|276;[Oliver, R.; Omari, A.]|[ur.010137672217.40; ]|Journal of Computer Assisted Learning|2001|17|1|34-47|10.1111/j.1365-2729.2001.00157.x|pub.1042496375|59;[Henderson, Mae]|[]||1994||||10.4324/9781315865911|pub.1046761842|8;[Oliver, R.; Omari, A.]|[; ]|Journal of Computer Assisted Learning|2001|17|1|34-47|10.1046/j.1365-2729.2001.00157.x|pub.1056736505|58;[Seely, Brown; Seely Brown, John; Duguid, Paul]|[; ur.010413705027.36; ur.012006646027.65]|Work Study|2000|49|4||10.1108/ws.2000.07949dae.002|pub.1061082758|52;[Ellul, Jacques]|[]|Technology and Culture|1962|3|4|394|10.2307/3100993|pub.1070196918|338;[Bevington, Gary; Wolcott, Harry F.]|[; ur.013666247603.07]|Modern Language Journal|1996|80|3|405|10.2307/329455|pub.1070258749|244;[Nardi, Bonnie; O'Day, Vicki]|[ur.012361270012.98; ur.013342517701.95]|First Monday|1999|4|5||10.5210/fm.v4i5.669|pub.1072710489|122;[]|[]|Choice|1990|28|01|28-0612-28-0612|10.5860/choice.28-0612|pub.1073299619|1829;[]|[]|Choice|1991|28|11|28-6498-28-6498|10.5860/choice.28-6498|pub.1073305543|1379;[]|[]|Choice|1991|29|03|29-1793-29-1793|10.5860/choice.29-1793|pub.1073307389|49;[]|[]|Choice|1992|30|02|30-0885-30-0885|10.5860/choice.30-0885|pub.1073313114|144;[]|[]|Choice|1996|33|10|33-5756-33-5756|10.5860/choice.33-5756|pub.1073337521|268;[]|[]|Choice|1999|36|11|36-6416-36-6416|10.5860/choice.36-6416|pub.1073358761|174;[]|[]|Choice|2001|38|05|38-2855-38-2855|10.5860/choice.38-2855|pub.1073369704|65;[Riessman, Catherine Kohler]|[ur.0723015623.08]|Handbook of Interview Research|2001|||695-710|10.4135/9781412973588.n40|pub.1088079103|319;[Wengraf, Tom]|[]||2001||||10.4135/9781849209717|pub.1095899287|1239;[Phillips, Nelson; Hardy, Cynthia]|[; ]||2002||||10.4135/9781412983921|pub.1095899999|1088;[Lave, Jean; Wenger, Etienne]|[; ]||1991||||10.1017/cbo9780511815355|pub.1098698749|28437;[Lave, Jean]|[]||1988||||10.1017/cbo9780511609268|pub.1098708932|3567;[Chaiklin, Seth; Lave, Jean]|[]|Understanding Practice|1993||||10.1017/cbo9780511625510|pub.1109384170|376;[]|[]|Leonardo's Laptop|2003||||10.7551/mitpress/4201.001.0001|pub.1110620704|80;[Bruner, Jerome]|[]||1997||||10.2307/j.ctv136c601|pub.1128821421|312"
pub.1086696322,10.1787/comms_outlook-2003-6-en,Internet and Broadbank Infrastructure,"At the end of 2001, there were around 213 million subscribers to fixed Internet connections in OECD countries. There is also an increasing number of mobile Internet users. Broadband access is becoming more common, with more than 50 million subscribers using broadband access networks by the end of 2002. Both the pattern of growth in overall subscriber numbers and rapid adoption of broadband access among the more advanced countries suggest that even among OECD countries there continues to be a digital divide, in terms of both ability to access and the quality of access available. This chapter examines the Internet infrastructure and provides information on subscribers to fixed Internet and broadband connections, Internet hosts, and statistics on Web sites, secure servers and domain names.",OECD Communications Outlook,2003,,,119-149,OECD,,,https://app.dimensions.ai/details/publication/pub.1086696322,0,
pub.1046523887,10.1007/978-3-540-73287-7_13,Locating Culture in HCI with Information Kiosks and Social Networks,"Concepts of ‘culture’ are often invoked in analysis of humancomputer interaction, notably in attempts to refine or adapt systems to differing cultural contexts, such as in the process of internationalization or in creating systems and processes that can adapt to user’s cultures. This paper takes ethnographic research in this area to the study of culture in HCI to address culture as a problematic unit of analysis. It does this via qualitative video-based analysis of user’s interactions with information kiosks at international conferences. The paper argues that culture must be understood as contingent and nationality may not be the most important indicator in multi-national colocated settings.",Lecture Notes in Computer Science,2007,4559,,99-107,"Hope, Tom; Hamasaki, Masahiro; Ishida, Keisuke; Fujimura, Noriyuki; Nakamura, Yoshiyuki; Nishimura, Takuichi",National Institute of Advanced Industrial Science and Technology,Japan,https://app.dimensions.ai/details/publication/pub.1046523887,0,"[Faiola, Anthony; Matei, Sorin A.]|[ur.01306467463.29; ur.013075040044.77]|Journal of Computer-Mediated Communication|2005|11|1|375-394|10.1111/j.1083-6101.2006.tb00318.x|pub.1004286908|87;[Carrara, Paola; Fogli, Daniela; Fresta, Giuseppe; Mussio, Piero]|[ur.013173007774.87; ur.011353134423.90; ur.014026525175.34; ur.012345261777.15]|Universal Access in the Information Society|2002|1|4|288-304|10.1007/s10209-002-0028-4|pub.1006042115|21;[Sun, Huatong]|[ur.012327426221.37]|Proceedings of the 19th annual international conference on Computer documentation  - SIGDOC '01|2001|||95-102|10.1145/501516.501536|pub.1006683329|113;[Gaver, Bill; Dunne, Tony; Pacenti, Elena]|[ur.011044424147.10; ; ur.014032326147.24]|Interactions|1999|6|1|21-29|10.1145/291224.291235|pub.1007470426|1286;[Jagne, Jainaba; Smith-Atakan, A. Serengul Guven]|[; ]|Universal Access in the Information Society|2006|5|3|299-305|10.1007/s10209-006-0048-6|pub.1021047877|34;[Bourges-Waldegg, Paula; Scrivener, Stephen A.R.]|[ur.010406245000.81; ur.07606542557.24]|Interacting with Computers|1998|9|3|287-309|10.1016/s0953-5438(97)00032-5|pub.1028718846|103;[Hope, Tom; Hamasaki, Masahiro; Matsuo, Yutaka; Nakamura, Yoshiyuki; Fujimura, Noriyuki; Nishimura, Takuichi]|[ur.015725010366.33; ur.015307252051.47; ur.0623051414.71; ur.013257513417.18; ur.016214410373.35; ur.014333631704.53]|Lecture Notes in Computer Science|2006|4206||387-403|10.1007/11853565_23|pub.1029177293|11;[Hollan, James; Hutchins, Edwin; Kirsh, David]|[ur.013011016427.50; ur.0752650000.00; ur.01175311450.78]|ACM Transactions on Computer-Human Interaction|2000|7|2|174-196|10.1145/353485.353487|pub.1031835112|1221;[Okamoto, Masayuki; Isbister, Katherine; Nakanishi, Hideyuki; Ishida, Toro]|[ur.016037315126.29; ur.01322564474.58; ur.07571515645.00; ]|New Generation Computing|2002|20|2|165-185|10.1007/bf03037577|pub.1047630421|5;[Aipperspach, Ryan; Rattenbury, Tye; Woodruff, Allison; Canny, John]|[ur.012211703134.33; ur.012506645315.50; ur.011025263141.44; ur.015151736134.51]|Lecture Notes in Computer Science|2006|4206||1-18|10.1007/11853565_1|pub.1053534910|18;[Sacks, Harvey]|[]||1995||||10.1002/9781444328301|pub.1103233234|1090"
pub.1023738421,10.4018/jegr.2006100102,User Help and Service Navigation Features in Government Web Sites,"This article examines the user help and service navigation features in government Web sites and compares them across levels of government. These features are critical to ensuring that users unfamiliar with government are able to successfully and easily access e-government services and information. The research finds clear patterns in the use of similar help and navigation features across governments, leading to a conclusion that these features are diffusing in the public sector Web development field. The article concludes by stating that Web developers should work to overcome a second digital divide, one of a lack of knowledge of Web site organization and government structure. Users need to be actively assisted to find information by Web developers.",International Journal of Electronic Government Research,2006,2,4,24-39,"Stowers, Genie N.L.",San Francisco State University,United States,https://app.dimensions.ai/details/publication/pub.1023738421,3,
pub.1023371738,10.1300/j186v06n02_01,No Point of Reference,"One of the most important immediate needs during a disaster is information. An MILS student realizing that librarians could apply their skills to supply information at the same time as others were attempting to supply food, clothing, and shelter, organized and provided information services for medical staff at some shelters in and around Baton Rouge during the aftermath of Hurricane Katrina. Information professionals can and should step in and do what they do best in an emergency situation. This experience clarified the organizational and preparational issues that arise in such a situation. Topics include source selection and emergency acquisition, the appearance of a digital divide where one hadn't existed before, and lessons learned about how things could be done better in the future",Journal of Hospital Librarianship,2006,6,2,1-14,"Fletcher, Adelaide Myers",Louisiana State University,United States,https://app.dimensions.ai/details/publication/pub.1023371738,4,
pub.1022560171,10.1108/02640470310499830,Maori access to information technology,"The extent of Internet access is a key indicator of the Maori people’s ability to use information technologies for social, e‐commerce and e‐government communication. The key findings from national surveys of Internet use during 2000 and 2001, together with census data, provide an indication of Internet access amongst Maori. The results show there is a substantial “digital divide” between Maori and other New Zealanders, in terms of access to the Internet and employment in information technology industries. This “divide” is likely to be due to the lower household incomes and educational outcomes of Maori adults. While Maori currently do not have the same level of access to information technology as non‐Maori, the growth in their participation has nonetheless been rapid.",The Electronic Library,2003,21,5,456-460,"Parker, Brett",,,https://app.dimensions.ai/details/publication/pub.1022560171,6,
pub.1094889090,10.1109/wimax.2007.348691,"Creating a New Wireless Business Model of Healthcare: The WiMAX Project in Hualien, Taiwan","This paper analyzes the characteristics of WiMAX wireless technology and conducts a questionnaire survey in Hualien County to explore the local users' demands of wireless service. The findings from the analysis of the 230 returned sample data demonstrate that the new service provided through WiMAX wireless technology (1) is highly appreciated by the people, and (2) proves that WiMAX is adequate for addressing the digital divide. Moreover, this paper proposes a strategy map for the development of the M-care industry through a five-force analysis of the industrial value chain and a SWOT analysis of wireless healthcare delivery, in order to provide advice to WiMAX venders on how to create new business as M-service providers.",2007 IEEE Mobile WiMAX Symposium,2007,,,138-143,"Tseng, Paul T.Y.; Chen, Heui-Huang",Tatung University,Taiwan,https://app.dimensions.ai/details/publication/pub.1094889090,4,
pub.1093262031,10.1109/ism.workshops.2007.14,Industry Track: Makes Inroads into Telematics/Infotainment Market? - A Challenge to Taiwan Information and Communication Technology Industry,"The influence of Taiwan information and communication technology industry manifests itself in the worldwide dominance of ICT product variants supply, including personal computer, notebook computer, mobile hand-set, and so on. Its worldwide competitive advantage enables the fulfillment of a United-Nation supported project titled ""One Laptop per Child (OLPC)"" to alleviate the ""digital Divide"". Her logical next endeavor is to enter the automotive Telematics/Infotainment market. This paper depicts the challenge ahead of ICT manufacturers from five aspects: technology requirement, entrance barrier into the supply chain, market positioning, collaborative engineering capability, and long term commitment, and make suggestion how they can achieve the goal by an appropriate approach. Keyword: Telematics, Infotainment, Multimedia",Ninth IEEE International Symposium on Multimedia Workshops (ISMW 2007),2007,,,52-57,"Chen, Yung-Hsin; Liu, Chi-Chang",,,https://app.dimensions.ai/details/publication/pub.1093262031,0,"[Chen, Yung-Hsin; Su, Chao-Ton]|[ur.016260112476.63; ur.016137101441.02]|Total Quality Management & Business Excellence|2006|17|5|589-608|10.1080/14783360600588158|pub.1043281999|80;[Barabba, Vince; Huber, Chet; Cooke, Fred; Pudar, Nick; Smith, Jim; Paich, Mark]|[; ; ; ; ; ]|Interfaces|2002|32|1|20-34|10.1287/inte.32.1.20.18|pub.1064710425|62;[]|[]|Automotive Telematics|2002||||10.4271/t-105|pub.1108501115|2"
pub.1063912422,10.1177/097185240200600105,Information and Communication Technologies: A Priority for Women,"The majority of women still do not have access to information and communication technologies (ICTs) which are appropriate to their needs, and neither are they active participants in the process of science and technology development. Women's effective access to information and communication technologies can help them achieve increased participation in production and productivity thereby contribute more to economic development. This article looks at the current situation of women and the digital divide. How can ICTs support social development? How can they be used by women to help meet livelihood needs? After a survey of the current efforts to increase women's access to ICTs, this article concludes that using ICTs to support women's productive activities should be seen as a pri ority area.1",Gender Technology and Development,2002,6,1,85-100,"Huyer, Sophia; Carr, Marilyn",Harvard University,United States,https://app.dimensions.ai/details/publication/pub.1063912422,23,"[Mitter, Swasti]|[ur.016632352122.58]|Gender Technology and Development|1999|3|1|1-17|10.1177/097185249900300101|pub.1063912736|19"
pub.1061403650,10.1109/mic.2006.60,Municipal Wi-Fi: big wave or wipeout?,"This article describes some contemporary cases, explores the perspectives of municipalities, providers, and legislators, and examines some examples that could synchronize the various stake-holders' positions. We focus here mostly on US cases. Deployment of wireless services to cities and towns has become a topic of considerable controversy. At the center of the debate is the decision by municipalities to offer low-cost service to citizens who would normally be excluded from the Internet. This ""digital divide"" justification often pits large cities against incumbent telecommunications providers. Legislation at the national and state levels has been somewhat favorable to the providers so far, but this bias might be shifting as more large providers join, rather than oppose, municipal wireless projects",IEEE Internet Computing,2006,10,3,66-71,"Gibbons, J.; Ruth, S.",George Mason University,United States,https://app.dimensions.ai/details/publication/pub.1061403650,21,"[Goth, G.]|[ur.013105552111.51]|IEEE Internet Computing|2005|9|4|8-11|10.1109/mic.2005.78|pub.1061403584|2"
pub.1133391928,10.15353/joci.v3i2.2373,Trapped in the Digital Divide: The Distributive Paradigm in Community Informatics,"This paper argues that over-reliance on a “distributive paradigm” in community informatics practice has restricted the scope of the high tech equity agenda. Drawing on five years of participatory action research with low-income women in upstate New York, I explore the ways in which distributive understandings of technology and inequality obscure the day-to-day interactions these women have with ICT and overlook their justified critical ambivalence towards technology. Finally, I offer unique insights and powerful strategies of resistance suggested by my research collaborators in a drawing exercise intended to elicit alternative articulations of digital equity. If we begin from their points of view, the problems and solutions that can and should be entertained in our scholarship and practice look quite different.",The Journal of Community Informatics,2007,3,2,,"Eubanks, Virginia E.",,,https://app.dimensions.ai/details/publication/pub.1133391928,9,
pub.1093953249,10.1109/netwks.2006.300389,Next Generation Networks: Regulation and interconnection in modern communications era,"The paper proposes to discuss the concept of Next Generation Networks while focusing on the issues relating to regulation and interconnection faced by regulators, across the globe, in the course of transition from a PSTNbased network to an all IP based network (i.e. NGN). The paper discusses the various benefits expected to accrue to the service providers and consumers on account of deployment of NGN. An attempt has been made to discuss the immense possibilities that NGN offers to developing countries such as India as they attempt to bridge the rural-urban digital divide. Further, the paper also discusses the horizontal approach or layered policy approach for regulation of services in NGN, thereby making regulation of NGN service neutral.",Networks 2006. 12th International Telecommunications Network Strategy and Planning Symposium,2006,,,1-5,"Goel, Rahul; Mehta, Ashutosh; Dua, Seth",,,https://app.dimensions.ai/details/publication/pub.1093953249,2,
